match_id,event_description
55051,Event 47: Red team killed an enemy happened at minute 26.0.
55051,Event 48: Blue team destroyed a Nexus tower happened at minute 26.0.
55051,Event 49: Blue team destroyed the second mid tower happened at minute 26.0.
55051,Event 50: Blue team destroyed the Nexus happened at minute 26.0.
55298,"Blue team top laner has selected Twisted Fate. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55298,"Blue team jungler has selected Rell. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55298,"Blue team mid laner has selected Taliyah. Over the last 6 months, he has played 1 matches with this champion, having a KDA of 9.0 and a win rate of 1.0."
55298,"Blue team ad carry has selected Smolder. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55298,"Blue team support has selected Nautilus. Over the last 6 months, he has played 3 matches with this champion, having a KDA of 3.83 and a win rate of 1.0."
55298,"Red team top laner has selected Vladimir. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55298,"Red team jungler has selected Lee Sin. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55298,"Red team mid laner has selected Azir. Over the last 6 months, he has played 4 matches with this champion, having a KDA of 3.78 and a win rate of 0.25."
55298,"Red team ad carry has selected Varus. Over the last 6 months, he has played 2 matches with this champion, having a KDA of 12.5 and a win rate of 1.0."
55298,"Red team support has selected Maokai. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0 and a win rate of 0."
55298,Event 1: Blue team got dragon happened at minute 6.
55298,Event 2: Blue team got voidgrub happened at minute 8.
55298,Event 3: Blue team got voidgrub happened at minute 8.
55298,Event 4: Blue team got voidgrub happened at minute 8.
55298,Event 5: Red team got a tower plate happened at minute 9.
55298,Event 6: Red team got a tower plate happened at minute 11.
55298,Event 7: Blue team killed an enemy happened at minute 11.
55298,Event 8: Red team got a tower plate happened at minute 12.
55298,Event 9: Blue team killed an enemy happened at minute 12.
55298,Event 10: Blue team got dragon happened at minute 12.
55298,Event 11: Red team got a tower plate happened at minute 12.
55298,Event 12: Blue team got a tower plate happened at minute 12.
55298,Event 13: Blue team got voidgrub happened at minute 13.
55298,Event 14: Blue team got a tower plate happened at minute 13.
55298,Event 15: Blue team got voidgrub happened at minute 13.
55298,Event 16: Red team got a tower plate happened at minute 13.
55298,Event 17: Blue team got voidgrub happened at minute 13.
55298,Event 18: Red team got a tower plate happened at minute 13.
55298,Event 19: Red team destroyed the first bot tower happened at minute 15.
55298,Event 20: Blue team got herald happened at minute 15.
55298,Event 21: Red team destroyed the first top tower happened at minute 16.
55298,Event 22: Red team got dragon happened at minute 17.
55298,Event 23: Blue team destroyed the first top tower happened at minute 18.
55298,Event 24: Blue team killed an enemy happened at minute 19.
55298,Event 25: Blue team destroyed the first bot tower happened at minute 19.
55298,Event 26: Red team killed an enemy happened at minute 19.
55298,Event 27: Blue team destroyed the first mid tower happened at minute 19.
55298,Event 28: Red team killed an enemy happened at minute 19.
55298,Event 29: Blue team killed an enemy happened at minute 20.
55298,Event 30: Red team got Baron happened at minute 20.
55298,Event 31: Blue team killed an enemy happened at minute 22.
55298,Event 32: Blue team destroyed the second top tower happened at minute 22.
55298,Event 33: Red team destroyed the second bot tower happened at minute 23.
55298,Event 34: Blue team got dragon happened at minute 23.
55298,Event 35: Blue team destroyed the second bot tower happened at minute 26.
55298,Event 36: Blue team killed an enemy happened at minute 28.
55298,Event 37: Blue team killed an enemy happened at minute 28.
55298,Event 38: Blue team killed an enemy happened at minute 28.
55298,Event 39: Blue team killed an enemy happened at minute 28.
55298,Event 40: Blue team destroyed the third top tower happened at minute 28.
55298,Event 41: Blue team destroyed the top inhibitor happened at minute 29.
55298,Event 42: Blue team destroyed the second mid tower happened at minute 29.
55298,Event 43: Blue team killed an enemy happened at minute 29.
55298,Event 44: Blue team got Baron happened at minute 29.0.
55298,Event 45: Blue team got dragon happened at minute 29.0.
55298,Event 46: Blue team destroyed a Nexus tower happened at minute 31.0.
55298,Event 47: Blue team destroyed the third bot tower happened at minute 31.0.
55298,Event 48: Blue team destroyed the third mid tower happened at minute 31.0.
55298,Event 49: Blue team destroyed the bot inhibitor happened at minute 31.0.
55298,Event 50: Blue team destroyed the mid inhibitor happened at minute 31.0.
55298,Event 51: Blue team killed an enemy happened at minute 32.0.
55298,Event 52: Blue team destroyed a Nexus tower happened at minute 32.0.
55298,Event 53: Blue team killed an enemy happened at minute 32.0.
55298,Event 54: Blue team destroyed the Nexus happened at minute 32.0.
54632,"Blue team top laner has selected K'Sante. Over the last 6 months, he has played 2 matches with this champion, having a KDA of 6.67 and a win rate of 0.5."
54632,"Blue team jungler has selected Nocturne. Over the last 6 months, he has played 1 matches with this champion, having a KDA of 7.0 and a win rate of 1.0."
54632,"Blue team mid laner has selected Orianna. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54632,"Blue team ad carry has selected Aphelios. Over the last 6 months, he has played 2 matches with this champion, having a KDA of 9.5 and a win rate of 0.5."
54632,"Blue team support has selected Blitzcrank. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54632,"Red team top laner has selected Udyr. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54632,"Red team jungler has selected Xin Zhao. Over the last 6 months, he has played 1 matches with this champion, having a KDA of 0.67 and a win rate of 1.0."
54632,"Red team mid laner has selected Neeko. Over the last 6 months, he has played 1 matches with this champion, having a KDA of 17.0 and a win rate of 1.0."
54632,"Red team ad carry has selected Lucian. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54632,"Red team support has selected Milio. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0 and a win rate of 0."
54632,Event 1: Red team got first blood happened at minute 3.
54632,Event 2: Red team killed an enemy happened at minute 5.
54632,Event 3: Red team killed an enemy happened at minute 5.
54632,Event 4: Blue team killed an enemy happened at minute 5.
54632,Event 5: Red team got a tower plate happened at minute 5.
54632,Event 6: Red team got voidgrub happened at minute 5.
54632,Event 7: Red team killed an enemy happened at minute 6.
54632,Event 8: Red team got a tower plate happened at minute 6.
54632,Event 9: Red team got voidgrub happened at minute 6.
54632,Event 10: Red team got voidgrub happened at minute 6.
54632,Event 11: Blue team killed an enemy happened at minute 7.
54632,Event 12: Blue team got a tower plate happened at minute 8.
54632,Event 13: Red team got a tower plate happened at minute 8.
54632,Event 14: Red team got a tower plate happened at minute 8.
54632,Event 15: Red team got dragon happened at minute 9.
54632,Event 16: Red team got voidgrub happened at minute 11.
54632,Event 17: Red team got voidgrub happened at minute 11.
54632,Event 18: Blue team got a tower plate happened at minute 11.
54632,Event 19: Red team got voidgrub happened at minute 11.
54632,Event 20: Blue team killed an enemy happened at minute 11.
54632,Event 21: Red team got a tower plate happened at minute 12.
54632,Event 22: Blue team got a tower plate happened at minute 12.
54632,Event 23: Red team got a tower plate happened at minute 12.
54632,Event 24: Blue team killed an enemy happened at minute 12.
54632,Event 25: Red team killed an enemy happened at minute 12.
54632,Event 26: Red team got a tower plate happened at minute 12.
54632,Event 27: Red team destroyed the first top tower happened at minute 12.
54632,Event 28: Blue team got a tower plate happened at minute 13.
54632,Event 29: Red team got a tower plate happened at minute 13.
54632,Event 30: Red team got dragon happened at minute 14.
54632,Event 31: Blue team got herald happened at minute 14.
54632,Event 32: Red team destroyed the first bot tower happened at minute 15.
54632,Event 33: Blue team killed an enemy happened at minute 15.
54632,Event 34: Red team killed an enemy happened at minute 15.
54632,Event 35: Blue team destroyed the first mid tower happened at minute 16.
54632,Event 36: Blue team killed an enemy happened at minute 17.
54632,Event 37: Blue team killed an enemy happened at minute 19.
54632,Event 38: Red team killed an enemy happened at minute 19.
54632,Event 39: Red team killed an enemy happened at minute 19.
54632,Event 40: Red team killed an enemy happened at minute 19.
54632,Event 41: Red team got dragon happened at minute 20.
54632,Event 42: Blue team destroyed the first bot tower happened at minute 21.
54632,Event 43: Blue team killed an enemy happened at minute 24.
54632,Event 44: Red team destroyed the first mid tower happened at minute 25.0.
54632,Event 45: Red team got dragon happened at minute 25.0.
54632,Event 46: Blue team destroyed the first top tower happened at minute 25.0.
54632,Event 47: Red team destroyed the second mid tower happened at minute 28.0.
54632,Event 48: Red team killed an enemy happened at minute 28.0.
54632,Event 49: Red team destroyed the third mid tower happened at minute 28.0.
54632,Event 50: Blue team killed an enemy happened at minute 28.0.
54632,Event 51: Red team killed an enemy happened at minute 28.0.
54632,Event 52: Red team killed an enemy happened at minute 28.0.
54632,Event 53: Red team killed an enemy happened at minute 28.0.
54632,Event 54: Red team killed an enemy happened at minute 28.0.
54632,Event 55: Red team destroyed the mid inhibitor happened at minute 28.0.
54632,Event 56: Red team destroyed a Nexus tower happened at minute 28.0.
54632,Event 57: Red team destroyed a Nexus tower happened at minute 28.0.
54632,Event 58: Red team destroyed the Nexus happened at minute 29.0.
55305,"Blue team top laner has selected K'Sante. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55305,"Blue team jungler has selected Jax. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55305,"Blue team mid laner has selected Neeko. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55305,"Blue team ad carry has selected Aphelios. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55305,"Blue team support has selected Nautilus. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55305,"Red team top laner has selected Kayle. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55305,"Red team jungler has selected Xin Zhao. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55305,"Red team mid laner has selected Azir. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55305,"Red team ad carry has selected Xayah. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55305,"Red team support has selected Rell. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0 and a win rate of 0."
55305,Event 1: Blue team got first blood happened at minute 1.
55305,Event 2: Blue team got voidgrub happened at minute 5.
55305,Event 3: Blue team got voidgrub happened at minute 5.
55305,Event 4: Blue team got voidgrub happened at minute 5.
55305,Event 5: Blue team got dragon happened at minute 6.
55305,Event 6: Red team killed an enemy happened at minute 6.
55305,Event 7: Red team killed an enemy happened at minute 6.
55305,Event 8: Blue team killed an enemy happened at minute 6.
55305,Event 9: Red team killed an enemy happened at minute 6.
55305,Event 10: Blue team killed an enemy happened at minute 6.
55305,Event 11: Red team killed an enemy happened at minute 6.
55305,Event 12: Red team killed an enemy happened at minute 7.
55305,Event 13: Blue team got a tower plate happened at minute 8.
55305,Event 14: Red team got a tower plate happened at minute 8.
55305,Event 15: Blue team got a tower plate happened at minute 8.
55305,Event 16: Red team got voidgrub happened at minute 9.
55305,Event 17: Red team got voidgrub happened at minute 10.
55305,Event 18: Red team got voidgrub happened at minute 10.
55305,Event 19: Blue team got dragon happened at minute 11.
55305,Event 20: Red team got a tower plate happened at minute 12.
55305,Event 21: Blue team got a tower plate happened at minute 12.
55305,Event 22: Red team got a tower plate happened at minute 12.
55305,Event 23: Blue team got herald happened at minute 14.
55305,Event 24: Blue team destroyed the first mid tower happened at minute 15.
55305,Event 25: Blue team killed an enemy happened at minute 17.
55305,Event 26: Blue team killed an enemy happened at minute 17.
55305,Event 27: Blue team killed an enemy happened at minute 17.
55305,Event 28: Blue team killed an enemy happened at minute 17.
55305,Event 29: Blue team got dragon happened at minute 17.
55305,Event 30: Red team killed an enemy happened at minute 17.
55305,Event 31: Blue team killed an enemy happened at minute 18.
55305,Event 32: Red team destroyed the first top tower happened at minute 18.
55305,Event 33: Blue team destroyed the first bot tower happened at minute 18.
55305,Event 34: Blue team destroyed the first top tower happened at minute 20.
55305,Event 35: Red team destroyed the first bot tower happened at minute 20.
55305,Event 36: Blue team killed an enemy happened at minute 22.
55305,Event 37: Blue team killed an enemy happened at minute 22.
55305,Event 38: Blue team killed an enemy happened at minute 22.
55305,Event 39: Blue team got Baron happened at minute 22.
55305,Event 40: Blue team got dragon happened at minute 23.
55305,Event 41: Blue team destroyed the second bot tower happened at minute 24.
55305,Event 42: Blue team destroyed the second mid tower happened at minute 24.
55305,Event 43: Blue team killed an enemy happened at minute 26.
55305,Event 44: Blue team killed an enemy happened at minute 26.0.
55305,Event 45: Blue team killed an enemy happened at minute 26.0.
55305,Event 46: Red team killed an enemy happened at minute 27.0.
55305,Event 47: Blue team destroyed the second top tower happened at minute 27.0.
55305,Event 48: Blue team killed an enemy happened at minute 30.0.
55305,Event 49: Blue team killed an enemy happened at minute 30.0.
55305,Event 50: Blue team killed an enemy happened at minute 30.0.
55305,Event 51: Blue team killed an enemy happened at minute 30.0.
55305,Event 52: Blue team destroyed the third mid tower happened at minute 30.0.
55305,Event 53: Blue team destroyed the mid inhibitor happened at minute 30.0.
55305,Event 54: Blue team killed an enemy happened at minute 30.0.
55305,Event 55: Blue team killed an enemy happened at minute 30.0.
55305,Event 56: Blue team destroyed a Nexus tower happened at minute 30.0.
55305,Event 57: Blue team destroyed a Nexus tower happened at minute 31.0.
55305,Event 58: Red team killed an enemy happened at minute 31.0.
55305,Event 59: Blue team killed an enemy happened at minute 31.0.
55305,Event 60: Blue team killed an enemy happened at minute 31.0.
55305,Event 61: Blue team killed an enemy happened at minute 31.0.
55305,Event 62: Blue team destroyed the Nexus happened at minute 31.0.
54634,"Blue team top laner has selected Udyr. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54634,"Blue team jungler has selected Amumu. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54634,"Blue team mid laner has selected Yone. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54634,"Blue team ad carry has selected Kalista. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54634,"Blue team support has selected Renata Glasc. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54634,"Red team top laner has selected Olaf. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54634,"Red team jungler has selected Vi. Over the last 6 months, he has played 1 matches with this champion, having a KDA of 8.5 and a win rate of 1.0."
54634,"Red team mid laner has selected Azir. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54634,"Red team ad carry has selected Senna. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54634,"Red team support has selected Seraphine. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0 and a win rate of 0."
54634,Event 1: Blue team got first blood happened at minute 3.
54634,Event 2: Blue team killed an enemy happened at minute 3.
54634,Event 3: Blue team got dragon happened at minute 5.
54634,Event 4: Red team got voidgrub happened at minute 5.
54634,Event 5: Blue team got voidgrub happened at minute 6.
54634,Event 6: Blue team got voidgrub happened at minute 6.
54634,Event 7: Red team killed an enemy happened at minute 6.
54634,Event 8: Blue team got a tower plate happened at minute 7.
54634,Event 9: Blue team killed an enemy happened at minute 10.
54634,Event 10: Blue team killed an enemy happened at minute 10.
54634,Event 11: Blue team got a tower plate happened at minute 10.
54634,Event 12: Red team got a tower plate happened at minute 10.
54634,Event 13: Blue team got voidgrub happened at minute 10.
54634,Event 14: Blue team got voidgrub happened at minute 11.
54634,Event 15: Blue team got voidgrub happened at minute 11.
54634,Event 16: Red team got a tower plate happened at minute 11.
54634,Event 17: Blue team got dragon happened at minute 12.
54634,Event 18: Blue team killed an enemy happened at minute 12.
54634,Event 19: Blue team got a tower plate happened at minute 12.
54634,Event 20: Blue team got a tower plate happened at minute 12.
54634,Event 21: Red team got a tower plate happened at minute 12.
54634,Event 22: Blue team got a tower plate happened at minute 12.
54634,Event 23: Blue team got a tower plate happened at minute 13.
54634,Event 24: Blue team destroyed the first bot tower happened at minute 13.
54634,Event 25: Blue team killed an enemy happened at minute 14.
54634,Event 26: Blue team killed an enemy happened at minute 14.
54634,Event 27: Blue team killed an enemy happened at minute 14.
54634,Event 28: Blue team got herald happened at minute 15.
54634,Event 29: Blue team destroyed the first mid tower happened at minute 16.
54634,Event 30: Blue team got dragon happened at minute 17.
54634,Event 31: Blue team destroyed the first top tower happened at minute 17.
54634,Event 32: Red team killed an enemy happened at minute 18.
54634,Event 33: Blue team destroyed the second top tower happened at minute 18.
54634,Event 34: Red team destroyed the first bot tower happened at minute 18.
54634,Event 35: Red team killed an enemy happened at minute 20.
54634,Event 36: Blue team killed an enemy happened at minute 20.
54634,Event 37: Red team killed an enemy happened at minute 20.
54634,Event 38: Blue team killed an enemy happened at minute 20.
54634,Event 39: Red team destroyed the first mid tower happened at minute 20.
54634,Event 40: Red team got Baron happened at minute 22.
54634,Event 41: Blue team killed an enemy happened at minute 23.
54634,Event 42: Blue team got dragon happened at minute 23.
54634,Event 43: Blue team destroyed the second bot tower happened at minute 26.
54634,Event 44: Blue team killed an enemy happened at minute 28.0.
54634,Event 45: Blue team killed an enemy happened at minute 28.0.
54634,Event 46: Red team killed an enemy happened at minute 28.0.
54634,Event 47: Blue team killed an enemy happened at minute 28.0.
54634,Event 48: Red team killed an enemy happened at minute 29.0.
54634,Event 49: Red team killed an enemy happened at minute 29.0.
54634,Event 50: Red team got Elder Dragon happened at minute 30.0.
54634,Event 51: Blue team destroyed the second mid tower happened at minute 30.0.
54634,Event 52: Red team got Baron happened at minute 30.0.
54634,Event 53: Red team destroyed the second mid tower happened at minute 32.0.
54634,Event 54: Red team destroyed the third mid tower happened at minute 32.0.
54634,Event 55: Red team destroyed the mid inhibitor happened at minute 32.0.
54634,Event 56: Red team destroyed the second bot tower happened at minute 33.0.
54634,Event 57: Red team killed an enemy happened at minute 33.0.
54634,Event 58: Blue team killed an enemy happened at minute 33.0.
54634,Event 59: Red team killed an enemy happened at minute 33.0.
54634,Event 60: Red team destroyed the third bot tower happened at minute 33.0.
54634,Event 61: Red team destroyed the bot inhibitor happened at minute 33.0.
54634,Event 62: Red team destroyed a Nexus tower happened at minute 33.0.
54634,Event 63: Red team killed an enemy happened at minute 33.0.
54634,Event 64: Red team killed an enemy happened at minute 34.0.
54634,Event 65: Red team killed an enemy happened at minute 34.0.
54634,Event 66: Red team destroyed a Nexus tower happened at minute 34.0.
54634,Event 67: Red team destroyed the Nexus happened at minute 34.0.
55046,"Blue team top laner has selected Jax. Over the last 6 months, he has played 2 matches with this champion, having a KDA of 4.6 and a win rate of 1.0."
55046,"Blue team jungler has selected Maokai. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55046,"Blue team mid laner has selected LeBlanc. Over the last 6 months, he has played 1 matches with this champion, having a KDA of 10.0 and a win rate of 0.0."
55046,"Blue team ad carry has selected Lucian. Over the last 6 months, he has played 1 matches with this champion, having a KDA of 11.0 and a win rate of 1.0."
55046,"Blue team support has selected Nami. Over the last 6 months, he has played 1 matches with this champion, having a KDA of 13.0 and a win rate of 1.0."
55046,"Red team top laner has selected Aatrox. Over the last 6 months, he has played 1 matches with this champion, having a KDA of 1.2 and a win rate of 1.0."
55046,"Red team jungler has selected Vi. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55046,"Red team mid laner has selected Lissandra. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55046,"Red team ad carry has selected Caitlyn. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
55046,"Red team support has selected Milio. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0 and a win rate of 0."
55046,Event 1: Red team got first blood happened at minute 6.
55046,Event 2: Blue team killed an enemy happened at minute 6.
55046,Event 3: Blue team killed an enemy happened at minute 6.
55046,Event 4: Red team got a tower plate happened at minute 7.
55046,Event 5: Blue team got dragon happened at minute 10.
55046,Event 6: Red team got a tower plate happened at minute 10.
55046,Event 7: Red team got voidgrub happened at minute 10.
55046,Event 8: Red team got voidgrub happened at minute 10.
55046,Event 9: Red team got voidgrub happened at minute 10.
55046,Event 10: Red team got a tower plate happened at minute 10.
55046,Event 11: Blue team got a tower plate happened at minute 12.
55046,Event 12: Red team got a tower plate happened at minute 12.
55046,Event 13: Blue team got a tower plate happened at minute 12.
55046,Event 14: Blue team got a tower plate happened at minute 12.
55046,Event 15: Red team got a tower plate happened at minute 12.
55046,Event 16: Red team destroyed the first top tower happened at minute 12.
55046,Event 17: Blue team killed an enemy happened at minute 12.
55046,Event 18: Red team killed an enemy happened at minute 12.
55046,Event 19: Blue team got a tower plate happened at minute 13.
55046,Event 20: Blue team destroyed the first top tower happened at minute 15.
55046,Event 21: Red team got dragon happened at minute 15.
55046,Event 22: Blue team got herald happened at minute 16.
55046,Event 23: Blue team destroyed the first mid tower happened at minute 16.
55046,Event 24: Red team destroyed the first bot tower happened at minute 17.
55046,Event 25: Blue team destroyed the first bot tower happened at minute 20.
55046,Event 26: Blue team killed an enemy happened at minute 21.
55046,Event 27: Blue team got dragon happened at minute 21.
55046,Event 28: Blue team killed an enemy happened at minute 24.
55046,Event 29: Red team killed an enemy happened at minute 24.
55046,Event 30: Red team killed an enemy happened at minute 24.
55046,Event 31: Blue team killed an enemy happened at minute 27.
55046,Event 32: Blue team killed an enemy happened at minute 27.
55046,Event 33: Blue team killed an enemy happened at minute 27.
55046,Event 34: Blue team got Baron happened at minute 27.
55046,Event 35: Red team got dragon happened at minute 28.
55046,Event 36: Blue team destroyed the second top tower happened at minute 29.
55046,Event 37: Red team killed an enemy happened at minute 29.
55046,Event 38: Blue team destroyed the third top tower happened at minute 29.
55046,Event 39: Blue team destroyed the second mid tower happened at minute 30.
55046,Event 40: Blue team killed an enemy happened at minute 32.
55046,Event 41: Red team killed an enemy happened at minute 32.
55046,Event 42: Red team got dragon happened at minute 33.
55046,Event 43: Red team destroyed the first mid tower happened at minute 34.
55046,Event 44: Red team killed an enemy happened at minute 34.0.
55046,Event 45: Blue team killed an enemy happened at minute 34.0.
55046,Event 46: Blue team killed an enemy happened at minute 34.0.
55046,Event 47: Red team killed an enemy happened at minute 34.0.
55046,Event 48: Blue team destroyed the second bot tower happened at minute 36.0.
55046,Event 49: Red team killed an enemy happened at minute 37.0.
55046,Event 50: Blue team destroyed the third bot tower happened at minute 37.0.
55046,Event 51: Blue team destroyed the bot inhibitor happened at minute 38.0.
55046,Event 52: Red team got Baron happened at minute 38.0.
55046,Event 53: Blue team got dragon happened at minute 39.0.
55046,Event 54: Red team destroyed the second mid tower happened at minute 39.0.
55046,Event 55: Red team destroyed the third mid tower happened at minute 39.0.
55046,Event 56: Blue team killed an enemy happened at minute 39.0.
55046,Event 57: Blue team killed an enemy happened at minute 39.0.
55046,Event 58: Red team killed an enemy happened at minute 40.0.
55046,Event 59: Blue team killed an enemy happened at minute 40.0.
55046,Event 60: Blue team destroyed a Nexus tower happened at minute 40.0.
55046,Event 61: Blue team destroyed the third mid tower happened at minute 40.0.
55046,Event 62: Blue team destroyed the mid inhibitor happened at minute 40.0.
55046,Event 63: Blue team killed an enemy happened at minute 43.0.
55046,Event 64: Red team killed an enemy happened at minute 43.0.
55046,Event 65: Red team got dragon happened at minute 44.0.
55046,Event 66: Blue team killed an enemy happened at minute 44.0.
55046,Event 67: Blue team killed an enemy happened at minute 44.0.
55046,Event 68: Blue team destroyed a Nexus tower happened at minute 45.0.
55046,Event 69: Red team killed an enemy happened at minute 45.0.
55046,Event 70: Blue team destroyed the Nexus happened at minute 45.0.
54167,"Blue team top laner has selected Udyr. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
